,-1,0,1,2,3
1029,opened,,labyrinth,,
1030,coming,,surveyor,,
1031,teased,,grubby,,
1032,sprung,,laurel,,
1033,woman,,elephant,,
1034,sat,,alluded,,
1035,afternoon,,midriff,,
1036,mona,,geoff,,
1037,brought,,ironically,,
1038,friend,,undisturbed,,
1039,pity,,jolted,,
1040,alarm,,knapsack,,
1041,empty,,whiplash,,
1042,months,,swamps,,
1043,nobody,,rudimentary,,
1044,explain,,swedish,,
1045,tomorrow,,achievements,,
1046,dyed,,extinguished,,
1047,blue,,fellowship,,
1048,beside,,cashmere,,
1049,checked,,conveyed,,
1050,customer,,analogy,,
1051,arriving,,amazingly,,
1052,learn,,distinctive,,
1053,expected,,venezuela,,
1054,watching,,antibiotic,,
1055,duty,,melancholy,,
1056,shaking,,pursued,,
1057,b,,agricultural,,
1058,kissed,,unhappiness,,
1059,black,,withdrawal,,
1060,halves,,impediment,,
1061,carapace,,admirable,,
1062,beetle,,entrepreneur,,
1063,nape,,anomalies,,
1064,neck,,hydraulic,,
1065,wound,,torsos,,
1066,complicated,,fertile,,
1067,bun,,epoxy,,
1068,arrangement,,alaska,,
1069,horizontal,,disturbingly,,
1070,rod,,inability,,
1071,lacquered,,grub,,
1072,save,,digesting,,
1073,float,,emblazoned,,
1074,red,,earthquakes,,
1075,tongue,,acne,,
1076,brilliantly,,celibate,,
1077,teeth,,improvement,,
1078,blinked,,auburn,,
1079,swept,,inherit,,
1080,irises,,hapless,,
1081,wore,,empire,,
1082,kimono,,wizened,,
1083,painted,,overrun,,
1084,nails,,larvae,,
1085,terrifying,,squeamish,,
1086,instead,,newborn,,
1087,strangely,,exquisitely,,
1088,beautiful,,unbelievable,,
1089,spoke,,snug,,
1090,accent,,exodus,,
1091,vaguely,,acquaintances,,
1092,irish,,attuned,,
1093,judy,,aurora,,
1094,forget,,iraq,,
1095,expecting,,tomato,,
1096,obvious,,godlike,,
1097,expect,,agriculture,,
1098,cross,,volcanic,,
1099,geisha,,guatemala,,
1100,clown,,aztec,,
1101,childhood,,volcano,,
1102,quite,,bankruptcy,,
1103,unconcerned,,georgia,,
1104,casually,,feverish,,
1105,unreality,,paramedics,,
1106,settling,,mortuary,,
1107,snowflakes,,pathologist,,
1108,truth,,tawdry,,
1109,since,,puzzling,,
1110,woke,,psychiatrist,,
1111,morning,,redeem,,
1112,bright,,harassment,,
1113,colors,,paraphrase,,
1114,bit,,haphazard,,
1115,simple,,fullness,,
1116,twist,,emitting,,
1117,activating,,devastated,,
1118,escape,,overdue,,
1119,taken,,poem,,
1120,confused,,unemployed,,
1121,relaxed,,bankrupt,,
1122,problem,,godforsaken,,
1123,jerked,,evaluate,,
1124,backwards,,ethos,,
1125,surprise,,alienated,,
1126,banging,,unharmed,,
1127,moving,,carnivorous,,
1128,understood,,skeletons,,
1129,sentimental,,unerringly,,
1130,profile,,porcelain,,
1131,makes,,aha,,
1132,readings,,geeky,,
1133,pass,,layout,,
1134,give,,turkish,,
1135,meeting,,sanctuary,,
1136,faced,,clawed,,
1137,lip,,mccoy,,
1138,thoughtfully,,amphetamine,,
1139,copy,,ludicrous,,
1140,popular,,yeheyuan,,
1141,chamber,,sarariman,,
1142,noise,,euphoria,,
1143,clearly,,yeheyuans,,
1144,silence,,surgically,,
1145,chambers,,siberia,,
1146,women,,thai,,
1147,young,,bama,,
1148,images,,enzyme,,
1149,receding,,eeg,,
1150,infinity,,microsoft,,
1151,reflections,,brickwork,,
1152,pairs,,analog,,
1153,figures,,cryogenic,,
1154,trapped,,unarmed,,
1155,dreadful,,brooklyn,,
1156,fate,,terzibashjian,,
1157,lowered,,ironwork,,
1158,shown,,slogan,,
1159,simulations,,pyramids,,
1160,intercept,,caulk,,
1161,wander,,stippled,,
1162,extends,,ageless,,
1163,hundred,,monotony,,
1164,beyond,,ceaselessly,,
1165,limits,,umbrellas,,
1166,gone,,betaphenethylamine,,
1167,thrust,,gnat,,
1168,thin,,zodiac,,
1169,pamphlet,,henry,,
1170,written,,microchip,,
1171,crouched,,semiotics,,
1172,shins,,z,,
1173,guessed,,ebony,,
1174,six,,crippled,,
1175,hoarse,,toothpick,,
1176,shouting,,payoff,,
1177,help,,extinctathon,,
1178,awful,,martha,,
1179,prospect,,mosquitoes,,
1180,crimes,,diarrhea,,
1181,entertainment,,whitehorse,,
1182,historical,,enraged,,
1183,shows,,spurious,,
1184,rape,,alpha,,
1185,murder,,slut,,
1186,torture,,ultraviolet,,
1187,wanting,,yelped,,
1188,terrified,,skimming,,
1189,helens,,haptic,,
1190,shivered,,cuneiform,,
1191,wide,,credibility,,
1192,pinched,,guileless,,
1193,cheeks,,unavoidable,,
1194,pale,,python,,
1195,faces,,motivated,,
1196,served,,maliciously,,
1197,seals,,invisibility,,
1198,whimpered,,coordinate,,
1199,lighting,,rivals,,
1200,excitement,,elephants,,
1201,reflexively,,rhoda,,
1202,giggled,,artillery,,
1203,nice,,oleaginous,,
1204,harden,,verdict,,
1205,upright,,cryojeenyus,,
1206,stained,,orchid,,
1207,speed,,pending,,
1208,lashed,,hierarchy,,
1209,brushing,,pumpkin,,
1210,shall,,haphazardly,,
1211,croaked,,candidates,,
1212,understand,,chemically,,
1213,looks,,fervently,,
1214,james,,renegade,,
1215,name,,advocate,,
1216,crumpled,,enable,,
1217,assured,,numinous,,
1218,illegal,,mudak,,
1219,constructs,,eu,,
1220,assumption,,zhopu,,
1221,trusted,,domik,,
1222,stared,,samuil,,
1223,trying,,trojan,,
1224,import,,nikkeijin,,
1225,quicker,,domiks,,
1226,according,,kevlar,,
1227,frame,,outies,,
1228,copied,,govno,,
1229,illegally,,explicit,,
1230,consent,,masonry,,
1231,rocks,,diesel,,
1232,torturing,,sasha,,
1233,focused,,bureaucracy,,
1234,sentence,,epiphany,,
1235,yawning,,hosting,,
1236,shook,,pivoted,,
1237,sadly,,splendor,,
1238,seventy,,torpedo,,
1239,years,,guberniya,,
1240,latest,,spimescape,,
1241,line,,panopticon,,
1242,sorry,,anomalous,,
1243,pang,,remade,,
1244,nausea,,nanedi,,
1245,play,,aromatic,,
1246,wring,,thibermesnil,,
1247,anything,,olympus,,
1248,contempt,,enthusiast,,
1249,dismissed,,gladly,,
1250,conversation,,exhibits,,
1251,depends,,gotcha,,
1252,cover,,emulating,,
1253,blown,,montgolfiersville,,
1254,destroy,,hypothetical,,
1255,evidence,,wimp,,
1256,whether,,kendo,,
1257,manage,,tousled,,
1258,wipe,,glossolalia,,
1259,manages,,disrupted,,
1260,licked,,scythe,,
1261,dealing,,imipolex,,
1262,alter,,teeveecee,,
1263,egos,,morphs,,
1264,hot,,gaas,,
1265,trail,,gynomorph,,
1266,leaders,,pedigree,,
1267,harm,,cuz,,
1268,fingered,,gipsy,,
1269,sleeve,,ddi,,
1270,twelve,,hedonics,,
1271,judys,,ozturk,,
1272,sister,,inexplicable,,
1273,sake,,cultivar,,
1274,sometimes,,neptune,,
1275,called,,puma,,
1276,listened,,bikini,,
1277,threaded,,ixsys,,
1278,struggling,,lewis,,
1279,booked,,daewoo,,
1280,session,,reedpair,,
1281,trap,,cd,,
1282,feebly,,somatic,,
1283,paused,,pangolin,,
1284,letting,,tl,,
1285,events,,hopcroft,,
1286,course,,peppermint,,
1287,clever,,incubators,,
1288,programmed,,lifeforms,,
1289,effects,,outpost,,
1290,impassive,,flopsy,,
1291,admire,,penguin,,
1292,pick,,louvre,,
1293,traps,,synaptic,,
1294,favorite,,shuggoths,,
1295,certain,,analyze,,
1296,added,,mt,,
1297,ff,,magma,,
1298,murmured,,paisley,,
1299,measure,,nutt,,
1300,possible,,yuppie,,
1301,pill,,april,,
1302,swallowed,,sunnyvale,,
1303,isolate,,implacable,,
1304,gets,,hideously,,
1305,even,,judicious,,
1306,froze,,explicitly,,
1307,motionless,,marijuana,,
1308,slight,,plexiglas,,
1309,widening,,koblenz,,
1310,horror,,semiconductor,,
1311,close,,bigwigs,,
1312,barely,,louis,,
1313,killed,,beetlejuice,,
1314,null,,machotka,,
1315,whining,,swissair,,
1316,cares,,pornography,,
1317,sweet,,fuselage,,
1318,reason,,saloon,,
1319,hope,,cactus,,
1320,friends,,twos,,
1321,wiped,,alvarez,,
1322,thinking,,gustafson,,
1323,aloud,,bvi,,
1324,surely,,fuchsia,,
1325,backup,,jensey,,
1326,reflection,,koichiri,,
1327,hit,,lofting,,
1328,breath,,merric,,
1329,worst,,cutout,,
1330,bear,,czaja,,
1331,contemplating,,phalanx,,
1332,awoke,,notoriously,,
1333,anger,,ponderously,,
1334,cooled,,emphasize,,
1335,weak,,probable,,
1336,ashamed,,dumesnil,,
1337,table,,duel,,
1338,tray,,totem,,
1339,instruments,,rpg,,
1340,need,,barbara,,
1341,talk,,vapor,,
1342,message,,zuh,,
1343,picked,,precocious,,
1344,sweep,,semitic,,
1345,vain,,knobbed,,
1346,doubt,,dominatrix,,
1347,listen,,coordinator,,
1348,word,,molotov,,
1349,bring,,scheming,,
1350,changes,,egypt,,
1351,believed,,hk,,
1352,saying,,smugness,,
1353,murdered,,bixby,,
1354,crisply,,loyalties,,
1355,murderer,,moscow,,
1356,stopped,,clichy,,
1357,calm,,kgb,,
1358,impossible,,ideological,,
1359,afraid,,encendez,,
1360,whisper,,crucifixion,,
1361,justinian,,birdlike,,
1362,weeks,,merde,,
1363,elapsed,,uzi,,
1364,arrival,,lys,,
1365,gateway,,ordnance,,
1366,increasingly,,ecliptic,,
1367,wondering,,paradoxical,,
1368,subjective,,tourniquet,,
1369,compete,,kimosabe,,
1370,exhaustion,,burridge,,
1371,rear,,kelheim,,
1372,flier,,moodily,,
1373,ramp,,pluto,,
1374,dropping,,tapeworms,,
1375,early,,auxiliary,,
1376,yawn,,csv,,
1377,sigh,,minivan,,
1378,shifted,,tmawh,,
1379,baby,,wakizashi,,
1380,hip,,bmw,,
1381,son,,pudgely,,
1382,darkness,,intrinsically,,
1383,revealed,,narcolombia,,
1384,opening,,loogie,,
1385,bah,,hoosegow,,
1386,earnestly,,isotopes,,
1387,stinking,,polygraph,,
1388,cabin,,vanagon,,
1389,gap,,infocalypse,,
1390,scattering,,sennacherib,,
1391,bad,,prostitute,,
1392,matched,,oldsmobile,,
1393,dropped,,jetting,,
1394,exterior,,ebgoc,,
1395,lights,,thorpe,,
1396,illuminating,,hammurabi,,
1397,finger,,ninhursag,,
1398,mud,,judaism,,
1399,sticky,,asbestos,,
1400,calming,,ukod,,
1401,yellow,,btdus,,
1402,home,,kodiak,,
1403,past,,orthos,,
1404,garish,,orthodox,,
1405,highlights,,kayak,,
1406,shadows,,halibut,,
1407,mirror,,decoys,,
1408,whole,,gasbag,,
1409,jumble,,schismatrix,,
1410,tired,,cyborg,,
1411,bean,,xii,,
1412,pod,,tokamak,,
1413,buried,,slingshot,,
1414,thirty,,mystique,,
1415,halfway,,fetzko,,
1416,leslie,,kelp,,
1417,robot,,pdkl,,
1418,ship,,prigoginic,,
1419,apologetic,,navarre,,
1420,blur,,murasaki,,
1421,foot,,nakamura,,
1422,difficult,,fomalhaut,,
1423,sure,,aerogel,,
1424,fractal,,ccaa,,
1425,ten,,amalthea,,
1426,centimeter,,ceti,,
1427,region,,moslem,,
1428,neither,,khurasani,,
1429,described,,biophysics,,
1430,claimed,,dmz,,
1431,cordon,,piazza,,
1432,darkly,,urbapt,,
1433,suspected,,,,
1434,excuse,,,,
1435,avoiding,,,,
1436,sharply,,,,
1437,stay,,,,
1438,dumped,,,,
1439,slipped,,,,
1440,slithered,,,,
1441,surroundings,,,,
1442,dreaming,,,,
1443,iridescent,,,,
1444,warped,,,,
1445,slick,,,,
1446,reddish,,,,
1447,drops,,,,
1448,rapidly,,,,
1449,clothes,,,,
1450,stench,,,,
1451,nose,,,,
1452,till,,,,
1453,visited,,,,
1454,fourteen,,,,
1455,pods,,,,
1456,planet,,,,
1457,unpleasant,,,,
1458,rested,,,,
1459,bank,,,,
1460,unchanged,,,,
1461,dormant,,,,
1462,state,,,,
1463,smooth,,,,
1464,fluorescent,,,,
1465,kidney,,,,
1466,size,,,,
1467,curl,,,,
1468,fetal,,,,
1469,velvet,,,,
1470,bands,,,,
1471,schr,,,,
1472,dinger,,,,
1473,boxes,,,,
1474,scattered,,,,
1475,eager,,,,
1476,child,,,,
1477,eye,,,,
1478,jump,,,,
1479,fed,,,,
1480,conducting,,,,
1481,interviews,,,,
1482,questions,,,,
1483,receiving,,,,
1484,answers,,,,
1485,getting,,,,
1486,belief,,,,
1487,amazing,,,,
1488,fooled,,,,
1489,shell,,,,
1490,insulted,,,,
1491,besides,,,,
1492,bvbs,,,,
1493,short,,,,
1494,replied,,,,
1495,thigh,,,,
1496,passive,,,,
1497,suit,,,,
1498,waited,,,,
1499,scan,,,,
1500,interesting,,,,
1501,colonists,,,,
1502,bvb,,,,
1503,sitting,,,,
1504,breakfast,,,,
1505,shiver,,,,
1506,reminded,,,,
1507,doubly,,,,
1508,remote,,,,
1509,lost,,,,
1510,floated,,,,
1511,galaxies,,,,
1512,outsider,,,,
1513,group,,,,
1514,millions,,,,
1515,sky,,,,
1516,milky,,,,
1517,monochrome,,,,
1518,rainbow,,,,
1519,strangeness,,,,
1520,concerned,,,,
1521,diminished,,,,
1522,traveled,,,,
1523,treading,,,,
1524,dreams,,,,
1525,thoughtful,,,,
1526,known,,,,
1527,conceived,,,,
1528,discovered,,,,
1529,external,,,,
1530,cluster,,,,
1531,implied,,,,
1532,operating,,,,
1533,fact,,,,
1534,similar,,,,
1535,continued,,,,
1536,glowing,,,,
1537,rubbery,,,,
1538,balance,,,,
1539,spaces,,,,
1540,observed,,,,
1541,begin,,,,
1542,contract,,,,
1543,interrupted,,,,
1544,wearily,,,,
1545,struck,,,,
1546,children,,,,
1547,become,,,,
1548,innocent,,,,
1549,detail,,,,
1550,coolly,,,,
1551,figured,,,,
1552,scientific,,,,
1553,team,,,,
1554,equally,,,,
1555,respect,,,,
1556,crouching,,,,
1557,slippery,,,,
1558,careless,,,,
1559,rolling,,,,
1560,slope,,,,
1561,tangled,,,,
1562,pipe,,,,
1563,slightest,,,,
1564,stops,,,,
1565,contracting,,,,
1566,expand,,,,
1567,cut,,,,
1568,wistful,,,,
1569,band,,,,
1570,named,,,,
1571,song,,,,
1572,apparently,,,,
1573,rearrange,,,,
1574,pause,,,,
1575,mode,,,,
1576,wake,,,,
1577,sounded,,,,
1578,embarrassed,,,,
1579,mechanism,,,,
1580,potentials,,,,
1581,arranged,,,,
1582,achieve,,,,
1583,yawned,,,,
1584,dawn,,,,
1585,approached,,,,
1586,materializing,,,,
1587,blackness,,,,
1588,obviously,,,,
1589,regular,,,,
1590,acting,,,,
1591,intelligence,,,,
1592,least,,,,
1593,equal,,,,
1594,stripped,,,,
1595,access,,,,
1596,vast,,,,
1597,libraries,,,,
1598,data,,,,
1599,covered,,,,
1600,subjects,,,,
1601,language,,,,
1602,counselor,,,,
1603,figure,,,,
1604,thriving,,,,
1605,uses,,,,
1606,empathy,,,,
1607,drug,,,,
1608,mtph,,,,
1609,originally,,,,
1610,mainly,,,,
1611,suppose,,,,
1612,speak,,,,
1613,reasons,,,,
1614,failure,,,,
1615,investigation,,,,
1616,sarcasm,,,,
1617,lace,,,,
1618,trouble,,,,
1619,interviewed,,,,
1620,reduced,,,,
1621,versions,,,,
1622,former,,,,
1623,selves,,,,
1624,virtual,,,,
1625,suicides,,,,
1626,silent,,,,
1627,sound,,,,
1628,chose,,,,
1629,illuminated,,,,
1630,bed,,,,
1631,counsel,,,,
1632,specifically,,,,
1633,wish,,,,
1634,example,,,,
1635,databases,,,,
1636,intact,,,,
1637,testing,,,,
1638,test,,,,
1639,together,,,,
1640,uneasily,,,,
1641,uncomfortable,,,,
1642,different,,,,
1643,cycle,,,,
1644,brain,,,,
1645,functions,,,,
1646,every,,,,
1647,unstable,,,,
1648,frightening,,,,
1649,paranoid,,,,
1650,race,,,,
1651,free,,,,
1652,driving,,,,
1653,goal,,,,
1654,choose,,,,
1655,spit,,,,
1656,swim,,,,
1657,night,,,,
1658,sink,,,,
1659,drown,,,,
1660,noted,,,,
1661,nonetheless,,,,
1662,leigh,,,,
1663,sony,,,,
1664,cotard,,,,
1665,syndrome,,,,
1666,vr,,,,
1667,interfaces,,,,
1668,concentrated,,,,
1669,interface,,,,
1670,mesh,,,,
1671,directed,,,,
1672,electromagnetic,,,,
1673,fields,,,,
1674,manipulating,,,,
1675,nervous,,,,
1676,system,,,,
1677,reading,,,,
1678,hospital,,,,
1679,ward,,,,
1680,smell,,,,
1681,antiseptic,,,,
1682,healing,,,,
1683,politely,,,,
1684,wrinkled,,,,
1685,older,,,,
1686,fifty,,,,
1687,spoken,,,,
1688,died,,,,
1689,month,,,,
1690,chair,,,,
1691,dead,,,,
1692,law,,,,
1693,ages,,,,
1694,fancy,,,,
1695,terms,,,,
1696,result,,,,
1697,severe,,,,
1698,depression,,,,
1699,disease,,,,
1700,wife,,,,
1701,born,,,,
1702,keeps,,,,
1703,telling,,,,
1704,viewing,,,,
1705,field,,,,
1706,series,,,,
1707,concentric,,,,
1708,circles,,,,
1709,patiently,,,,
1710,glancing,,,,
1711,contact,,,,
1712,remind,,,,
1713,separated,,,,
1714,visual,,,,
1715,representation,,,,
1716,vrep,,,,
1717,simulate,,,,
1718,death,,,,
1719,pc,,,,
1720,accept,,,,
1721,taste,,,,
1722,smelling,,,,
1723,roses,,,,
1724,flowers,,,,
1725,grave,,,,
1726,sign,,,,
1727,ill,,,,
1728,cure,,,,
1729,works,,,,
1730,admit,,,,
1731,solved,,,,
1732,ask,,,,
1733,eva,,,,
1734,memories,,,,
1735,vivid,,,,
1736,horizon,,,,
1737,spilling,,,,
1738,lit,,,,
1739,brilliant,,,,
1740,curves,,,,
1741,curled,,,,
1742,crescent,,,,
1743,banks,,,,
1744,imaginary,,,,
1745,familiar,,,,
1746,alien,,,,
1747,curved,,,,
1748,mottled,,,,
1749,story,,,,
1750,snort,,,,
1751,feelings,,,,
1752,moon,,,,
1753,causes,,,,
1754,answer,,,,
1755,week,,,,
1756,visit,,,,
1757,public,,,,
1758,sixteen,,,,
1759,replicated,,,,
1760,environment,,,,
1761,colleague,,,,
1762,southern,,,,
1763,europe,,,,
1764,sector,,,,
1765,news,,,,
1766,number,,,,
1767,numbness,,,,
1768,merely,,,,
1769,handle,,,,
1770,routine,,,,
1771,peeling,,,,
1772,scalpel,,,,
1773,motor,,,,
1774,messy,,,,
1775,graphic,,,,
1776,fool,,,,
1777,mood,,,,
1778,swings,,,,
1779,extreme,,,,
1780,predict,,,,
1781,anywhere,,,,
1782,equipment,,,,
1783,assigned,,,,
1784,term,,,,
1785,okay,,,,
1786,burning,,,,
1787,fucking,,,,
1788,scored,,,,
1789,caused,,,,
1790,aspect,,,,
1791,jealousy,,,,
1792,success,,,,
1793,school,,,,
1794,fifteen,,,,
1795,troubled,,,,
1796,intelligent,,,,
1797,inflict,,,,
1798,suffering,,,,
1799,sentient,,,,
1800,beings,,,,
1801,discomfort,,,,
1802,attributed,,,,
1803,lived,,,,
1804,forever,,,,
1805,risk,,,,
1806,mental,,,,
1807,interview,,,,
1808,deeply,,,,
1809,damage,,,,
1810,narrow,,,,
1811,beam,,,,
1812,reactions,,,,
1813,mention,,,,
1814,clues,,,,
1815,examined,,,,
1816,color,,,,
1817,vanishing,,,,
1818,image,,,,
1819,picture,,,,
1820,cursory,,,,
1821,inspection,,,,
1822,unusual,,,,
1823,sane,,,,
1824,creation,,,,
1825,committed,,,,
1826,suicide,,,,
1827,rattling,,,,
1828,agreed,,,,
1829,common,,,,
1830,template,,,,
1831,hatchway,,,,
1832,changing,,,,
1833,subject,,,,
1834,likes,,,,
1835,craft,,,,
1836,dimming,,,,
1837,rocking,,,,
1838,twinge,,,,
1839,whenever,,,,
1840,mother,,,,
1841,coma,,,,
1842,decide,,,,
1843,comes,,,,
1844,anya,,,,
1845,pregnant,,,,
1846,statement,,,,
1847,waiting,,,,
1848,speaking,,,,
1849,leave,,,,
1850,situations,,,,
1851,starvation,,,,
1852,parents,,,,
1853,lots,,,,
1854,specializing,,,,
1855,whose,,,,
1856,partner,,,,
1857,waved,,,,
1858,concentrating,,,,
1859,bust,,,,
1860,needed,,,,
1861,wrap,,,,
1862,conversationally,,,,
1863,goes,,,,
1864,pointless,,,,
1865,motives,,,,
1866,hesitated,,,,
1867,currently,,,,
1868,boot,,,,
1869,naturally,,,,
1870,order,,,,
1871,execute,,,,
1872,non,,,,
1873,processes,,,,
1874,truly,,,,
1875,allow,,,,
1876,evolutionary,,,,
1877,wrote,,,,
1878,stunted,,,,
1879,hoped,,,,
1880,stage,,,,
1881,finality,,,,
1882,healed,,,,
1883,comment,,,,
1884,perhaps,,,,
1885,judgment,,,,
1886,inquiries,,,,
1887,wise,,,,
1888,sighed,,,,
1889,risen,,,,
1890,trailing,,,,
1891,ribbons,,,,
1892,delta,,,,
1893,glowed,,,,
1894,shadowy,,,,
1895,seeping,,,,
1896,despair,,,,
1897,middle,,,,
1898,river,,,,
1899,marooned,,,,
1900,list,,,,
1901,project,,,,
1902,plans,,,,
1903,rid,,,,
1904,silt,,,,
1905,ideal,,,,
1906,city,,,,
1907,intended,,,,
1908,model,,,,
1909,culture,,,,
1910,spread,,,,
1911,whatever,,,,
1912,lie,,,,
1913,galaxy,,,,
1914,rueful,,,,
1915,premature,,,,
1916,terraforming,,,,
1917,boy,,,,
1918,father,,,,
1919,eyed,,,,
1920,positions,,,,
1921,indeed,,,,
1922,lain,,,,
1923,arrived,,,,
1924,identical,,,,
1925,wandered,,,,
1926,earlier,,,,
1927,entirely,,,,
1928,fascinating,,,,
1929,commonplace,,,,
1930,briskly,,,,
1931,check,,,,
1932,located,,,,
1933,businesslike,,,,
1934,change,,,,
1935,pulse,,,,
1936,transmitter,,,,
1937,threw,,,,
1938,heavy,,,,
1939,egg,,,,
1940,ever,,,,
1941,trans,,,,
1942,trailed,,,,
1943,chest,,,,
1944,ears,,,,
1945,answered,,,,
1946,shone,,,,
1947,reflecting,,,,
1948,unsure,,,,
1949,daring,,,,
1950,breathe,,,,
1951,blurred,,,,
1952,hesitantly,,,,
1953,setup,,,,
1954,increasing,,,,
1955,clue,,,,
1956,threatening,,,,
1957,grasp,,,,
1958,assume,,,,
1959,ought,,,,
1960,trust,,,,
1961,greater,,,,
1962,ledge,,,,
1963,street,,,,
1964,drop,,,,
1965,fall,,,,
