,-1,0,1
1330,oysters,backup,
1331,organically,reflection,
1332,firms,hit,
1333,snare,breath,
1334,emigrants,worst,
1335,timid,bear,
1336,bottoms,contemplating,
1337,suitcases,awoke,
1338,glum,boiling,
1339,wrappers,anger,
1340,moderately,cooled,
1341,wheeze,weak,
1342,detach,ashamed,
1343,observations,table,
1344,travelers,tray,
1345,inconspicuous,instruments,
1346,builder,need,
1347,scavengers,talk,
1348,bristled,message,
1349,encrusted,picked,
1350,greeted,sweep,
1351,slavic,vain,
1352,triggering,doubt,
1353,miniaturized,listen,
1354,raging,word,
1355,racket,bring,
1356,massively,changes,
1357,whisked,believed,
1358,crumble,saying,
1359,optimism,murdered,
1360,whale,murderer,
1361,introspection,stopped,
1362,egyptian,calm,
1363,intellect,impossible,
1364,extinction,afraid,
1365,roles,whisper,
1366,philippines,justinian,
1367,ja,weeks,
1368,policeman,arrival,
1369,turgid,gateway,
1370,wanders,increasingly,
1371,handcuff,wondering,
1372,errands,subjective,
1373,penetrated,frustration,
1374,groom,exhaustion,
1375,imprinted,rear,
1376,informing,flier,
1377,appalling,ramp,
1378,evading,dropping,
1379,furthermore,early,
1380,lapse,yawn,
1381,respectively,sigh,
1382,soared,shifted,
1383,speeded,baby,
1384,squandered,hip,
1385,packages,son,
1386,olden,darkness,
1387,psychotic,revealed,
1388,pore,opening,
1389,canals,earnestly,
1390,fashionable,stinking,
1391,vibrant,cabin,
1392,summoning,gap,
1393,superficial,scattering,
1394,radiates,bad,
1395,confided,matched,
1396,shroud,dropped,
1397,meek,exterior,
1398,spotlights,lights,
1399,verified,illuminating,
1400,sorrowful,finger,
1401,assertive,mud,
1402,excluded,sticky,
1403,micro,calming,
1404,fretting,yellow,
1405,modeled,home,
1406,suburban,past,
1407,rooting,garish,
1408,thrashed,highlights,
1409,functioned,shadows,
1410,nocturnal,mirror,
1411,careening,whole,
1412,potent,jumble,
1413,hoisting,tired,
1414,subjected,bean,
1415,laboratory,pod,
1416,harmony,buried,
1417,spawned,thirty,
1418,sol,halfway,
1419,mummified,leslie,
1420,heaps,robot,
1421,ceases,ship,
1422,magnification,apologetic,
1423,cowering,blur,
1424,diffuse,foot,
1425,ineffectual,difficult,
1426,fervor,sure,
1427,teenagers,fractal,
1428,copulation,ten,
1429,predicted,centimeter,
1430,drowsy,region,
1431,sifting,neither,
1432,accessories,described,
1433,roller,claimed,
1434,cascading,cordon,
1435,amazon,darkly,
1436,upheaval,suspected,
1437,miscellaneous,excuse,
1438,provisions,avoiding,
1439,chilling,sharply,
1440,realtime,stay,
1441,counterpoint,dumped,
1442,greenhouses,slipped,
1443,booby,slithered,
1444,grating,surroundings,
1445,enclaves,dreaming,
1446,esteem,iridescent,
1447,unimaginable,warped,
1448,reservoir,slick,
1449,defended,splashing,
1450,busts,reddish,
1451,slidewalk,drops,
1452,yore,rapidly,
1453,boils,clothes,
1454,hash,stench,
1455,champion,nose,
1456,wavelength,till,
1457,racked,visited,
1458,chests,fourteen,
1459,communicated,pods,
1460,aquatic,planet,
1461,accents,unpleasant,
1462,cuba,rested,
1463,schools,bank,
1464,symphony,unchanged,
1465,afresh,dormant,
1466,wonderfully,state,
1467,epcot,smooth,
1468,psychopaths,fluorescent,
1469,disrupt,kidney,
1470,butler,size,
1471,dispersed,curl,
1472,mickey,fetal,
1473,bungalow,velvet,
1474,attic,bands,
1475,intoned,schr,
1476,soundtrack,dinger,
1477,cemetery,boxes,
1478,paged,scattered,
1479,decanted,eager,
1480,endangered,child,
1481,nonlinear,eye,
1482,gestalt,jump,
1483,patriotic,fed,
1484,interpreted,interviews,
1485,overridden,questions,
1486,pointers,receiving,
1487,flavor,answers,
1488,skepticism,getting,
1489,shoals,tedious,
1490,elegance,belief,
1491,basked,amazing,
1492,rogue,fooled,
1493,improving,shell,
1494,dynamics,insulted,
1495,notorious,besides,
1496,prototypes,bvbs,
1497,vogue,short,
1498,ranged,replied,
1499,livid,thigh,
1500,survives,passive,
1501,insignificant,suit,
1502,sacked,waited,
1503,july,scan,
1504,madame,interesting,
1505,strategically,colonists,
1506,tending,bvb,
1507,bikes,sitting,
1508,thronged,breakfast,
1509,attire,involuntary,
1510,availability,shiver,
1511,conceptual,reminded,
1512,bottleneck,doubly,
1513,unassuming,remote,
1514,queued,lost,
1515,styles,floated,
1516,implement,galaxies,
1517,fastest,outsider,
1518,molding,group,
1519,hunk,millions,
1520,heavenly,sky,
1521,titanic,milky,
1522,ghastly,monochrome,
1523,demeanor,rainbow,
1524,leered,fuzzy,
1525,outsiders,strangeness,
1526,ongoing,concerned,
1527,chained,diminished,
1528,spectral,traveled,
1529,fluidity,dreams,
1530,credits,thoughtful,
1531,submitted,known,
1532,sheaf,conceived,
1533,mesmerized,discovered,
1534,snag,external,
1535,ovoid,cluster,
1536,oldest,implied,
1537,thankful,operating,
1538,lumbering,fact,
1539,restraint,similar,
1540,stoic,continued,
1541,prodding,glowing,
1542,interminable,rubbery,
1543,undead,balance,
1544,balancer,spaces,
1545,navigating,observed,
1546,drilling,begin,
1547,assistants,contract,
1548,gizmos,interrupted,
1549,spooks,wearily,
1550,aloft,struck,
1551,presumably,children,
1552,squirted,become,
1553,broader,innocent,
1554,clothed,detail,
1555,participated,coolly,
1556,oversight,incredibly,
1557,foresight,figured,
1558,recognizable,scientific,
1559,rendering,survey,
1560,patio,team,
1561,disgrace,equally,
1562,anatomy,respect,
1563,unsatisfied,crouching,
1564,golf,slippery,
1565,cookie,careless,
1566,rome,rolling,
1567,aisles,slope,
1568,unclear,tangled,
1569,impressionable,pipe,
1570,bleary,slightest,
1571,markers,stops,
1572,sports,contracting,
1573,objected,expand,
1574,achingly,cut,
1575,hormonal,wistful,
1576,crafted,band,
1577,moaning,named,
1578,railroad,song,
1579,updates,apparently,
1580,sputtered,rearrange,
1581,insensate,pause,
1582,hollowed,mode,
1583,teeming,wake,
1584,orientation,sounded,
1585,saucer,embarrassed,
1586,redundant,mechanism,
1587,nb,arranged,
1588,motorway,achieve,
1589,uk,yawned,
1590,heathrow,dawn,
1591,dazzled,approached,
1592,laden,blackness,
1593,obstacles,obviously,
1594,surging,regular,
1595,darwin,acting,
1596,labelled,intelligence,
1597,assent,least,
1598,diagonally,equal,
1599,jumbo,stripped,
1600,gratefully,access,
1601,pamphlets,vast,
1602,leaflets,data,
1603,specimens,covered,
1604,presumed,subjects,
1605,grove,language,
1606,toddler,counselor,
1607,glucose,figure,
1608,abdominal,thriving,
1609,hassled,uses,
1610,dole,empathy,
1611,evangelist,drug,
1612,gadgets,mtph,
1613,rewarded,originally,
1614,blizzard,mainly,
1615,hulk,suppose,
1616,wielding,speak,
1617,splendid,reasons,
1618,endurance,failure,
1619,pakistan,investigation,
1620,lively,sarcasm,
1621,heating,lace,
1622,cloaked,trouble,
1623,pint,interviewed,
1624,relocated,drastically,
1625,grunting,reduced,
1626,heave,versions,
1627,finely,former,
1628,marker,selves,
1629,purchased,virtual,
1630,laminated,suicides,
1631,practised,silent,
1632,microwave,sound,
1633,frothing,chose,
1634,coca,illuminated,
1635,nicotine,bed,
1636,attracting,counsel,
1637,delirious,specifically,
1638,sliver,wish,
1639,hydro,example,
1640,accommodation,databases,
1641,shunted,intact,
1642,tissues,testing,
1643,shuttered,test,
1644,bottled,together,
1645,rebuild,uneasily,
1646,blasphemous,uncomfortable,
1647,ruled,different,
1648,rainfall,cycle,
1649,tinfoil,brain,
1650,travelled,functions,
1651,wafted,every,
1652,sperm,unstable,
1653,whores,frightening,
1654,acres,paranoid,
1655,backbone,race,
1656,emulate,free,
1657,dwellings,driving,
1658,supermarkets,goal,
1659,squash,choose,
1660,indigenous,inexplicably,
1661,fastidious,spit,
1662,atheist,swim,
1663,petite,night,
1664,stub,sink,
1665,dough,drown,
1666,mao,noted,
1667,foreseeable,hesitation,
1668,unscathed,nonetheless,
1669,husk,leigh,
1670,friction,sony,
1671,pm,cotard,
1672,independence,syndrome,
1673,membership,vr,
1674,prevention,interfaces,
1675,gradual,concentrated,
1676,tundra,interface,
1677,sexes,mesh,
1678,dossier,directed,
1679,extravagant,electromagnetic,
1680,wildlife,fields,
1681,slowness,manipulating,
1682,imperial,nervous,
1683,fearsome,system,
1684,walnut,reading,
1685,puny,hospital,
1686,webbed,ward,
1687,radiate,smell,
1688,capillaries,antiseptic,
1689,season,healing,
1690,tsunami,politely,
1691,mingled,wrinkled,
1692,receptive,older,
1693,canteen,fifty,
1694,issuing,spoken,
1695,obscenities,died,
1696,soak,month,
1697,vomited,chair,
1698,laurel,dead,
1699,elephant,law,
1700,charles,ages,
1701,chi,indication,
1702,abstracted,fancy,
1703,interlocked,terms,
1704,mythical,illness,
1705,rodent,result,
1706,aggressively,severe,
1707,plumbing,depression,
1708,whereupon,neurological,
1709,jolted,disease,
1710,ra,wife,
1711,malleable,born,
1712,relay,keeps,
1713,whiplash,telling,
1714,colourful,viewing,
1715,swamps,field,
1716,morphine,series,
1717,inhuman,concentric,
1718,inarticulate,circles,
1719,ark,patiently,
1720,wel,glancing,
1721,strapping,contact,
1722,vats,remind,
1723,glimmering,separated,
1724,extinguished,visual,
1725,intricately,vrep,
1726,adjacent,simulate,
1727,froth,death,
1728,architectural,pc,
1729,collisions,accept,
1730,grossly,taste,
1731,noah,smelling,
1732,bathing,roses,
1733,repulsive,flowers,
1734,conveyed,grave,
1735,preventing,sign,
1736,churned,ill,
1737,amazingly,cure,
1738,affixed,works,
1739,conception,admit,
1740,football,solved,
1741,proposal,ask,
1742,enamel,eva,
1743,corroded,memories,
1744,flats,vivid,
1745,conversing,horizon,
1746,feely,spilling,
1747,ell,lit,
1748,tread,brilliant,
1749,carton,curves,
1750,plaintively,curled,
1751,faltering,crescent,
1752,agricultural,banks,
1753,capsules,imaginary,
1754,condensed,familiar,
1755,unhappiness,alien,
1756,chores,curved,
1757,withdrawal,mottled,
1758,impediment,story,
1759,upturned,snort,
1760,rollers,feelings,
1761,glaze,moon,
1762,mourners,causes,
1763,musculature,answer,
1764,tractor,week,
1765,timber,visit,
1766,forties,public,
1767,parcel,sixteen,
1768,draft,replicated,
1769,droned,regretting,
1770,feat,environment,
1771,volumes,aelfric,
1772,disturbingly,colleague,
1773,grub,southern,
1774,emblazoned,europe,
1775,earthquakes,sector,
1776,pensively,news,
1777,improvement,number,
1778,lacking,numbness,
1779,potter,merely,
1780,immature,handle,
1781,relic,routine,
1782,helpfully,peeling,
1783,emp,scalpel,
1784,approximate,motor,
1785,awkwardness,messy,
1786,inherit,graphic,
1787,badges,fool,
1788,tribe,mood,
1789,hulking,swings,
1790,saints,extreme,
1791,embossed,predict,
1792,contented,anywhere,
1793,sheath,equipment,
1794,hapless,assigned,
1795,placards,term,
1796,ducts,okay,
1797,planting,burning,
1798,festered,fucking,
1799,wizened,scored,
1800,proclaiming,avoided,
1801,larvae,caused,
1802,moreover,aspect,
1803,se,jealousy,
1804,hunks,success,
1805,interpret,school,
1806,incense,fifteen,
1807,trials,troubled,
1808,umbilical,intelligent,
1809,newborn,suffering,
1810,exquisitely,sentient,
1811,unbelievable,beings,
1812,snug,discomfort,
1813,replicas,lived,
1814,fragility,forever,
1815,exodus,risk,
1816,acquaintances,mental,
1817,lone,interview,
1818,dusted,deeply,
1819,luminescent,damage,
1820,expressionist,narrow,
1821,individually,beam,
1822,porous,reactions,
1823,converge,mention,
1824,dated,clues,
1825,tesco,examined,
1826,fortunes,color,
1827,prejudices,vanishing,
1828,scotland,image,
1829,holder,picture,
1830,rift,inspection,
1831,collide,unusual,
1832,proceeds,sane,
1833,bustle,healthy,
1834,centrifugal,creation,
1835,agriculture,committed,
1836,storms,suicide,
1837,volcano,rattling,
1838,forgets,agreed,
1839,veered,common,
1840,throats,template,
1841,registry,hatchway,
1842,slate,changing,
1843,paramedics,subject,
1844,nationality,likes,
1845,gouged,craft,
1846,frost,dimming,
1847,freezer,rocking,
1848,microsecond,twinge,
1849,tawdry,whenever,
1850,crudely,mother,
1851,swapping,coma,
1852,securely,decide,
1853,praising,comes,
1854,fullness,anya,
1855,flanks,pregnant,
1856,snouts,statement,
1857,posse,waiting,
1858,comedian,speaking,
1859,dwindling,leave,
1860,revive,situations,
1861,powerless,starvation,
1862,unemployed,parents,
1863,chopping,lots,
1864,pleasantries,whose,
1865,bankrupt,partner,
1866,godforsaken,waved,
1867,integral,concentrating,
1868,fad,bust,
1869,singular,needed,
1870,stuart,wrap,
1871,incomprehension,conversationally,
1872,unharmed,goes,
1873,carnivorous,pointless,
1874,senile,motives,
1875,seasoned,hesitated,
1876,buds,currently,
1877,splintered,boot,
1878,consume,naturally,
1879,wheelchair,occupy,
1880,criticism,order,
1881,puzzles,execute,
1882,drunken,non,
1883,gowns,processes,
1884,rammed,truly,
1885,unerringly,allow,
1886,destinations,evolutionary,
1887,forged,wrote,
1888,prescription,hoped,
1889,whorehouse,stage,
1890,rearing,finality,
1891,disdain,healed,
1892,combing,comment,
1893,afterlife,inquiry,
1894,rearranged,perhaps,
1895,sighted,judgment,
1896,geeky,inquiries,
1897,layout,wise,
1898,spartan,sighed,
1899,cetera,risen,
1900,tatters,trailing,
1901,sturdy,ribbons,
1902,inflatable,delta,
1903,bride,glowed,
1904,shipment,shadowy,
1905,ratio,seeping,
1906,tribal,despair,
1907,nested,middle,
1908,magnet,river,
1909,amphetamine,marooned,
1910,ludicrous,list,
1911,rainy,project,
1912,wizard,plans,
1913,mutant,rid,
1914,caged,ideal,
1915,enclave,city,
1916,capitals,intended,
1917,seamless,model,
1918,scrolls,culture,
1919,sailor,spread,
1920,proteins,whatever,
1921,vibrated,lie,
1922,trio,galaxy,
1923,alloy,rueful,
1924,surgically,premature,
1925,siberia,terraforming,
1926,ivan,boy,
1927,thai,father,
1928,latex,eyed,
1929,inject,positions,
1930,krill,indeed,
1931,tubing,arrived,
1932,pylons,identical,
1933,cowboys,wandered,
1934,cranial,earlier,
1935,chessboard,entirely,
1936,streaking,fascinating,
1937,polycarbon,commonplace,
1938,willed,briskly,
1939,complexes,check,
1940,counters,located,
1941,microsoft,wobbled,
1942,fads,businesslike,
1943,probed,change,
1944,skirted,pulse,
1945,extruded,transmitter,
1946,consortium,threw,
1947,subsystem,heavy,
1948,calculator,egg,
1949,millimeters,ever,
1950,cooperating,trans,
1951,tommy,trailed,
1952,bundles,thumping,
1953,crest,chest,
1954,herring,ears,
1955,grayish,answered,
1956,gems,shone,
1957,jewelry,reflecting,
1958,cloned,unsure,
1959,compensate,daring,
1960,manned,breathe,
1961,congressional,blurred,
1962,aide,hesitantly,
1963,slag,setup,
1964,condos,clue,
1965,brooklyn,threatening,
1966,cafe,grasp,
1967,surround,assume,
1968,flagstones,ought,
1969,doe,trust,
1970,geneva,greater,
1971,slogan,ledge,
1972,pyramids,street,
1973,scurried,drop,
1974,grav,fall,
1975,demon,information,
1976,segmented,suggested,
1977,ageless,actions,
1978,monotony,responsibility,
1979,ceaselessly,suits,
1980,fronds,dismissive,
1981,penetration,mistake,
1982,spotlight,playground,
1983,honda,trick,
1984,dice,bluff,
1985,drones,also,
1986,lilies,electrical,
1987,henry,cursed,
1988,mineral,acted,
1989,stripping,reasonable,
1990,microchip,idea,
1991,interlocking,occurred,
1992,photons,none,
1993,electrons,mentioned,
1994,hinged,suggests,
1995,squid,differently,
1996,shard,slurped,
1997,nearing,sucked,
1998,nightfall,pretty,
1999,lifeboat,shade,
2000,midwestern,turquoise,
2001,parody,racing,
2002,symmetrical,destroyed,
2003,statistical,grown,
2004,generalized,array,
2005,shipments,hence,
2006,augmentation,necessity,
2007,dented,radar,
2008,mush,relayed,
2009,kinks,tm,
2010,arrows,impatient,
2011,afloat,notice,
2012,grains,represents,
2013,piping,promising,
2014,sham,ignore,
2015,seventies,foul,
2016,encampment,bleak,
2017,reptilian,scene,
2018,addictive,spreading,
2019,untie,lazy,
2020,quest,curls,
2021,frills,lead,
2022,dour,bizarre,
2023,deployed,spoil,
2024,paved,assure,
2025,voted,stretch,
2026,cows,glittering,
2027,leering,random,
2028,sprout,bytes,
2029,pillowcase,grid,
2030,brainiacs,offered,
2031,diarrhea,format,
2032,polish,bitmap,
2033,wormed,contains,
2034,bikers,cough,
2035,ancestral,diana,
2036,polar,grounds,
2037,parental,cat,
2038,enraged,bairn,
2039,staked,crouch,
2040,spurious,dust,
2041,boobs,path,
2042,contest,wings,
2043,thirds,suggestion,
2044,waterproof,shrubs,
2045,ravens,root,
2046,bunkie,smoke,
2047,enhancer,blackened,
2048,motorized,ruins,
2049,reared,fixed,
2050,pedal,tightened,
2051,saddle,creature,
2052,digs,hungry,
2053,alpha,needs,
2054,carving,eat,
2055,cranes,indicate,
2056,snail,stumps,
2057,washroom,buildings,
2058,mumble,growth,
2059,tex,bursting,
2060,mex,forth,
2061,scrubbing,broken,
2062,plowed,gums,
2063,saintly,commercial,
2064,donation,anew,
2065,pieced,springs,
2066,accordingly,diet,
2067,cuneiform,patted,
2068,galley,feral,
2069,fart,spend,
2070,exchanging,birds,
2071,transactions,dies,
2072,shanty,paw,
2073,tallest,pushing,
2074,avoids,slicing,
2075,assemblage,feathers,
2076,priceless,flesh,
2077,innumerable,underneath,
2078,organics,fluid,
2079,barricaded,brief,
2080,mistaking,fluttering,
2081,trades,stillness,
2082,hosted,basic,
2083,crappy,economics,
2084,openings,limited,
2085,maliciously,supply,
2086,deceived,decision,
2087,invisibility,resources,
2088,materialize,distributed,
2089,coordinate,nature,
2090,workspace,amusement,
2091,warriors,low,
2092,dent,lifestyle,
2093,shrine,wrist,
2094,hog,zones,
2095,wallowing,questioningly,
2096,cascades,pop,
